name,host_id,room_type,price,minimum_nights,number_of_reviews
2 Bedroom  2 Bath in Ft. Lauderdale,88956280,Entire home/apt,69,2,36
Spring Break! Pompano Beach Palm Aire Resort 2BR,68070658,Entire home/apt,200,7,0
Luxury 5BR/3BA Home Minutes To Beach Heated Pool,27675106,Entire home/apt,398,4,39
Vacation Village at Weston FL   EE. UU.,147280987,Private room,170,7,0
Decadent Oasis and Quarters (two properties),2609518,Entire home/apt,2000,3,0
Finally Vacation Time - Pool  Beach  Shopping #W2,48000125,Entire home/apt,115,5,24
“The Villa” A cozy get away.,176072511,Private room,46,3,5
BeachWalk Resort  1 Bed-Apartment with ocean view,241699794,Hotel room,120,2,12
Modern Resort-Style Condo Steps from the Beach – Near Fort Lauderdale,145210617,Entire home/apt,124,3,3
*Stunning Tropical Oasis*  3/3 Home w/ Heated Pool,6252222,Entire home/apt,248,3,36
Tropical Oasis w/ Pool - Walk to Las Olas Blvd,104693659,Entire home/apt,240,3,11
Golden Tropics - Weston home - professionally sanitized according to CDC standards  ideal for social distancing  self check-in  Pool and fenced backyard  pet friendly managed by Superhost. We welcome longer stays,66224640,Entire home/apt,192,1,17
Yellow “ beach” house,186994636,Entire home/apt,270,5,1
Zen Vacation Rentals 2 BR Modern Gora,7624914,Entire home/apt,185,3,3
the Cruise Spot,109689246,Entire home/apt,499,2,4
Palm-Aire  Fort Lauderdale  FL  2 Bedroom Z #2,10981379,Entire home/apt,184,2,0
Palm-Aire  Fort Lauderdale  FL  2 Bedroom Dlx Z #2,10981379,Entire home/apt,195,2,1
New! Next to Las Olas • Heated Pool • 5BR,25947906,Entire home/apt,754,3,52
Waterfront Pool home steps to your Private Beach!,244797406,Entire home/apt,342,7,18
5 ⭐️ Tropical Oasis | ROOFTOP infinity POOL + Hot Tub on Hollywood Boardwalk- FREE PARKING!!,110354593,Entire home/apt,112,2,9
5 ⭐️ BREATHTAKING BAY FRONT VIEW APT w/Rooftop Pool & Hot Tub- FREE PARKING!!,110354593,Entire home/apt,140,2,8
5⭐️ Beachfront Resort- INFINITY EDGE SWIMMING POOL & Hot Tub- FREE PARKING!!,110354593,Entire home/apt,130,2,12
5 ★ Seaside Resort w/ Unique ROOFTOP infinity POOL | UP T0 6- FREE PARKING!!,110354593,Entire home/apt,130,2,8
5 ⭐️ Beach Resort w/ ROOFTOP POOL + APT w/ OCEAN VIEW Balcony - UP TO 6- FREE PARKING!!,110354593,Entire home/apt,139,2,9
5 ⭐️ Tropical Oasis | ROOFTOP infinity POOL + Hot Tub on Hollywood Boardwalk- FREE PARKING!!,110354593,Entire home/apt,112,2,11
5 ⭐️ Resort at Hollywood Beach Broadwalk- UP TO 6 | ROOFTOP POOL - FREE PARKING!!,110354593,Entire home/apt,139,2,11
5 ⭐️ Resort at Hollywood Beach Broadwalk- UP TO 6 | ROOFTOP POOL- FREE PARKING!!,110354593,Entire home/apt,133,1,7
Quite paradise house,244714623,Entire home/apt,123,1,15
Direct Beach / Intracoastal lifestyle,245066149,Entire home/apt,172,3,50
WaterFront Room - next to beach.,245096543,Private room,99,5,4
Bali's garden house,245101903,Entire home/apt,500,6,31
#4⭐ Beautiful Salt Water Pool & Sun Deck,4246703,Entire home/apt,84,1,72
Sea Beach Plaza Beach Hotel,245122133,Private room,159,1,4
Dolphin Isles #1 - Walk to Beach & Restaurants!,14501987,Entire home/apt,300,4,6
1 AMAZING LOCATION 1 MINUTES TO DEERFIELD BEACH!,111183741,Entire home/apt,92,2,17
Zen Vacation Rentals  Deluxe 2 Bedroom On Beach,7624914,Entire home/apt,169,3,3
Dolphin Isles 2: Pool  Spa  & Walk to Beach & More,14501987,Entire home/apt,300,3,9
Lovely Lake View Apartment with alluring ambiance!,245417363,Private room,47,2,45
Double Majestic Private Room in Miramar,133923620,Private room,40,2,27
SWEET..hot tub home.. 2 bedroom 1 bath home..,37038660,Entire home/apt,170,2,13
Awesome Deer Creek condo!,50997424,Entire home/apt,95,5,4
Awesome Location! - Walking Distance to Beach.,197918462,Entire home/apt,92,3,9
Long Term Tuckers Beach House Fort Lauderdale!,441674,Entire home/apt,1335,2,5
Private Suite in Paradise,32057905,Private room,95,1,11
HARBOR BEACH HOUSE- Heated Pool- 5 min to Beach!,95345600,Entire home/apt,231,5,10
Private room for rent,42941657,Private room,48,1,23
Airy condo w/ shared pool & ocean views - walk to the beach!,145210617,Entire home/apt,282,2,14
Vacation spot one,228228231,Private room,65,1,13
Royal Paris Private Room in Miramar,133923620,Private room,38,2,16
★Special $★Fully Equipped parking  WIFI  Wa/Dr ★,596168,Entire home/apt,82,2,72
Mediterranean two story home on Las Olas Isles,228206805,Entire home/apt,464,28,0
ROOM PRIVATE.,191078113,Private room,75,1,4
Ocean Front Luxury  2Bedrooms 2Bathrooms  31 floor,245822703,Entire home/apt,225,3,84
1 Bedroom 1 Bath by the beach at Hyde Resort,180885075,Entire home/apt,487,3,0
❤️HIDDEN GEM close beach*modern*King bed.,114425353,Entire home/apt,93,3,61
Luxury 5-bedroom waterfront home with heated pool,91465364,Entire home/apt,610,4,9
Large Room with beautiful pool view,79120070,Private room,44,3,8
Cottage Steps to beach !,72697830,Entire home/apt,236,3,7
Beachfront Hollywood Beach,196584547,Entire home/apt,350,3,7
Wonderful Studio/1Bath  Hallandale Beach  FREE PARKING  SANITIZED (24HR GAPS) BEACHES AND POOL OPEN!,243950146,Entire home/apt,44,1,36
Minute from the beach # 5,152162156,Entire home/apt,71,2,79
E͙L͙E͙G͙A͙N͙T͙ B͙E͙A͙C͙H͙ H͙O͙U͙S͙E͙ NEAR M͙I͙A͙M͙I͙ A͙V͙E͙N͙T͙U͙R͙A͙ H͙O͙L͙L͙Y͙W͙O͙O͙D͙,100224215,Entire home/apt,98,1,94
Charming and peaceful well located house!,10392619,Entire home/apt,250,15,1
Stay on the Beach,15271873,Private room,150,7,0
Deerfield Beach condo  steps to the beach,156445375,Entire home/apt,156,4,4
Luxury  4/3 + Den heated  pool  5 min to beach,246200234,Entire home/apt,446,3,48
Wilton Manors  Cute Outdoor Space-New Bath  Pool 3,93922918,Entire home/apt,139,3,27
Las Olas Blvd. Waterfront Apt,108186866,Entire home/apt,98,1,86
Private Suite by Las Olas  Downtown   Wilton Manor,246293019,Entire home/apt,50,1,21
BEACH CLUB 2  Luxurious  Ocean-Front long-term,246103582,Entire home/apt,125,16,0
A Tropical Hideaway 2.5 miles To Beach,22504693,Private room,46,2,14
Great house with heated pool  5 min to the ocean,246541290,Entire home/apt,139,14,76
GREAT DEAL @ THE CASINO! 2 UNITS FOR 8 GUESTS,174792040,Private room,623,1,1
CASINO SPECIAL DEAL! KING UNIT W/ POOL,174792040,Private room,285,1,2
SPECIAL DEAL! AMAZING UNIT W/ 2 QUEEN BEDS,174792040,Private room,311,1,0
Casa Nina,15636998,Entire home/apt,174,2,3
Luxury Smart-Home & Office. Work Remote. Beach 2mi,31627395,Entire home/apt,155,4,15
Different Planet #4,244999130,Entire home/apt,89,1,15
Modern 2 bedroom 2 full baths apartment in Miami,173534622,Entire home/apt,190,4,5
Modern  Luxurious  Spacious House! Large pool. New,1688983,Entire home/apt,586,4,35
Waterfront unique private studio pool*beach*wilton,44603388,Entire home/apt,77,3,71
Casa sunset #2 WATERFRONT/boat slip/close to beach,246632900,Entire home/apt,105,2,23
LUXURY STUDIO #13  CLOSE TO THE BEACH,230538463,Entire home/apt,42,1,32
Lugar tranquilo on the beach,223240132,Private room,45,1,19
Different Planet #5,244999130,Entire home/apt,89,1,20
Modern and Cozy Apt in East Fort Lauderdale - Two,25512755,Entire home/apt,103,2,75
My house is your house..,98082344,Private room,41,1,32
Cozy & Clean  Really Nice Studio Next to Airport,63473813,Entire home/apt,50,4,38
Charming and cozy private bedroom,66142107,Private room,85,2,4
A HOLLYWOOD BCH FLORIDA MIAMI STYLE PRIVATE STUDIO,246884762,Entire home/apt,67,1,11
Affordable 1Bdrm close to Hollywood Downtown/Beach,163367426,Entire home/apt,63,1,30
INTRACOASTAL LUXURY AT OCEANSIDE,218553218,Entire home/apt,199,5,0
Fort Lauderdale Downtown and Beaches,10791649,Entire home/apt,135,2,46
Ocean View Tiffany Penthouse 静室,199333210,Entire home/apt,147,1,1
Cozy private bedroom,66142107,Private room,55,2,1
The Atlantic Hotel and Spa - 1 Bedroom Ocean View Suite,240261551,Entire home/apt,319,2,0
5⭐️LUXURY:ROOFTOP POOL - OCEAN VIEW Balcony🏝- FREE PARKING!!,110354593,Entire home/apt,134,2,2
A little piece of Hollywood,69096268,Entire home/apt,100,1,0
Beautiful  Family house  close to the beach!!,247211263,Entire home/apt,279,5,10
Gorgeous Modern 1 Bed Convertible Oceanfront 703,18282693,Entire home/apt,150,14,0
HERMOSA Y COMODA HABITACION EN PEMBROKE PINES,172827567,Private room,140,2,14
Live like the rich and famous,247432005,Entire home/apt,1800,7,0
Hyde Resort & Residence Hollywood Florida 31 Floor,247452881,Private room,210,3,27
Barefeet Retreat,103169200,Private room,80,2,10
MAISON A FORT LAUDERDALE EN FLORIDE À LOUER,212857666,Entire home/apt,100,15,0
Different Planet #3,244999130,Entire home/apt,149,2,16
NEW REMODELED APARTMENT BEACH CONDO,247531051,Entire home/apt,85,3,16
TIDES OCEANFRONT 1 BEDROOM ON THE BEACH 6FL,2001930,Entire home/apt,175,5,0
Beach club tower 2,247613796,Entire home/apt,250,360,0
Luxurious home with private heated pool,237268053,Entire home/apt,329,3,39
The Atlantic Hotel and Spa - 1 Bedroom Ocean View Suite ADA,240261551,Entire home/apt,319,2,0
The Atlantic Hotel and Spa - 1 Bedroom Oceanfront Family Suite,240261551,Entire home/apt,421,2,0
The Atlantic Hotel and Spa - 1 Bedroom Oceanfront Suite,240261551,Entire home/apt,365,2,0
The Atlantic Hotel and Spa - 1 Bedroom Oceanfront Suite 2 Queens,240261551,Entire home/apt,365,2,0
The Atlantic Hotel and Spa - 1 Bedroom Panoramic View Suite,240261551,Entire home/apt,267,2,0
The Atlantic Hotel and Spa - 2 Bedroom Oceanfront Penthouse Suite,240261551,Entire home/apt,1000,2,0
The Atlantic Hotel and Spa - 2 Bedroom Panoramic View Penthouse Suite,240261551,Entire home/apt,718,2,0
Beachfront Hollywood Condo w/Resort Amenities,126641496,Entire home/apt,197,3,0
★Peaceful & cute|kitchenette|yard|parking |Wa/dr ★,596168,Entire home/apt,60,2,67
Marbella Birch Townhouse Close to the Beach,228206805,Entire home/apt,367,29,0
Marbella Riomar Townhouse Close to the Beach,228206805,Entire home/apt,285,28,0
Pompano Beach private efficiency suite,160330131,Entire home/apt,58,2,0
Fort Lauderdale Beach Apartment,88753373,Entire home/apt,104,2,7
Luxury Modern Apartment on the Beach,33042137,Entire home/apt,108,1,1
POOL OPEN! Beach Vacay! Two Modern Units for 8,174792040,Private room,383,1,0
Friends and Family Beach Getaway! 3 Units  Pool,174792040,Private room,575,1,1
BEACH STAY! 3 MODERN UNITS FOR 12  POOL  HOT TUB,174792040,Private room,575,1,0
POOL OPEN! RARE FIND! FOUR UNITS FOR 16  BEACH,174792040,Private room,767,1,0
Ultimate Beach Getaway! Elegant Unit  Pool  Spa,174792040,Private room,192,1,1
BEACH GETAWAY! DESIGN UNIT FOR 3  POOL,174792040,Private room,192,1,2
Great Escape! 2 Lovely units  pool & spa,174792040,Private room,387,1,0
Blue Bonita Your Beach Hideaway!,247080344,Entire home/apt,99,5,5
Perfect spring break luxuary Stay,232566064,Entire home/apt,1450,2,0
Daybreak,169333495,Entire home/apt,119,1,0
Cozy Studio by Hard Rock Casino and Stadium,199996205,Entire home/apt,57,2,55
Room and Private bathroom new just remodeled,63237654,Private room,65,3,3
Beachfront condo w/ balcony  ocean view & shared pool/gym/game room!,112304095,Entire home/apt,216,2,6
The Oasis near the cruise & airport - By Avi,1538108,Entire home/apt,128,5,50
Retreat to Paradise - Modern & Clean  Amazing Pool,202822201,Entire home/apt,65,1,131
Waterside Vacations-WIFI/Netflix/Beach Supplies,161040667,Entire home/apt,86,2,20
Charming Newly Renovated Bungalow Prime Location,176543077,Entire home/apt,93,1,17
Fun in the Sun! HUGE 4BR Pool Home on Lake!,119358426,Entire home/apt,331,28,45
Depto. de lujo en Miami a orilla de playa!!!,200375417,Entire home/apt,110,30,0
Updated Studio-Sunset Balcony w/Beach in Backyard,217804290,Entire home/apt,86,4,50
Modern 2/2 Ft. Lauderdale Home by Las Olas / Beach,46591369,Entire home/apt,257,4,25
⭐️Waterfront pool home near beach  cruise  airport,28227935,Entire home/apt,203,2,45
Oceanfront 15th Floor Condo 2/2,180809316,Entire home/apt,140,20,1
GG's beach bungalow.,179642377,Entire home/apt,77,7,3
Garden Apartment 8 miles from the Beach,142455891,Entire home/apt,56,1,51
Galt Ocean Charmer,102139523,Entire home/apt,98,4,38
Prime Location,18863564,Private room,49,2,1
STUDIO APT LIKE SOUTH BEACH LIFE (IN HOLLYWOOD FL),246884762,Entire home/apt,65,1,2
2 twin bed 2 mile to las olas bch/dwntwn n airport,218270663,Private room,35,2,18
Large queen bed 2 miles las olas bch/dwntn airport,218270663,Private room,40,2,6
New Pool & Hot Tub!  Walk to Beach & Restaurants!,14501987,Entire home/apt,583,4,9
Luxury  Beach Front/2 Bedrooms/2 Bath  26 floor,245822703,Entire home/apt,239,3,76
Beachcomber 1 King Bed Apartment,126483964,Entire home/apt,125,1,13
Quiet REMODEL COZY 2 miles  BCH/DWNTN/ 5minAirport,218270663,Entire home/apt,160,1,1
RENTAL FORTLAUDERDLAE BCH HOTEL CONDO  $2000 ONLY,12154543,Entire home/apt,129,1,2
Pompano Beach Florida,249064349,Entire home/apt,150,3,0
Supr cozy clean upscale Quiet room relax must book,157384888,Private room,49,2,2
Super Bowl stay - Home away from home !,1291881,Entire home/apt,100,7,1
Modern and Cozy Apt in East Fort Lauderdale - One,25512755,Entire home/apt,88,2,57
Surf Style Condo 2 Miles from the Beach !,109523907,Entire home/apt,70,7,18
Amazing Ocean View + 36th Floor Stunning!,1833853,Entire home/apt,241,3,6
Luxury South West Corner+36th Floor-Dream Views!,1833853,Entire home/apt,241,3,7
Relaxing Studio w/ Pool -10 Mins from FLL Airport,132389149,Entire home/apt,250,1,14
Las Olas Condo in the heart of Downtown,135994712,Entire home/apt,125,4,27
Luxury Resort Style Downtown Lauderdale Penthouse,69091104,Entire home/apt,150,2,29
Private Bedroom  Sawgrass Mills Mall  BB&T Center,71496453,Private room,55,1,7
Waterfront Estate -5 BR w/pool- 5 min to beach,45914148,Entire home/apt,839,1,28
Middle River Retreat,49575843,Private room,75,1,1
Yacht lifestyle yours to experience !,249497835,Private room,1650,1,1
Charming getaway w/ a full kitchen  shared pool  & sundeck - walk to the beach!,112304095,Entire home/apt,124,1,0
Men only/Clothing Optional - Poolside King Room 1,114154684,Private room,155,1,4
Waterfront Serenity w/ Heated Pool  Dock & Kayaks,104693659,Entire home/apt,408,3,5
Luxury Beach Front Furnished Apt at The Beach Club,23612517,Entire home/apt,165,30,0
Cottages by the Ocean King Studio #2,35784515,Entire home/apt,135,3,0
LUXURY APARTMENT on the SEA,133585002,Entire home/apt,180,3,32
Resort Villa EE  Ocean/IntraCoastal  why not BOTH?,12540540,Entire home/apt,177,5,11
Golf view  tranquil  open plan art deco space,124632523,Entire home/apt,125,2,15
Beautiful private room in lake side property,249917192,Private room,45,1,12
Full spacious rm 2miles las olas bch/dwntn airport,218270663,Private room,40,1,5
Gorgeous Waterfront Estate with Private Pool,176660870,Entire home/apt,1414,3,15
Heated Pool in the Heart of Fort Lauderdale!,14501987,Entire home/apt,224,3,9
Cottages by the Ocean King Studio #5,35784515,Entire home/apt,135,3,0
Cottages by the Ocean King Studio #6,35784515,Entire home/apt,135,3,1
Studio with Direct Ocean view at the Beach Resort,5611017,Entire home/apt,68,7,23
QueenBdrm@REMoDEL HOME -2 Miles LASOLAS bch,240785790,Private room,38,2,15
Spectacular Beach Walk Apartment,26014720,Entire home/apt,499,4,0
Holiday Beach Time in Hallandale Beach,34345742,Entire home/apt,91,30,0
Wilton Manors Hide-A-Way with Pool on Water - Five,3279263,Entire home/apt,89,1,51
Deerfield Condo behind the “Wyndham” on the beach!,163034237,Entire home/apt,81,2,36
Live the  Beach Life!   Short walk to Beach,250110390,Entire home/apt,225,3,26
Adorable Studio Apartment,129653683,Entire home/apt,51,1,69
Banyan House,37689803,Entire home/apt,145,3,39
** Modern Luxury Beachfront Hotel 2 Bed -2 bath **,250265551,Entire home/apt,229,3,10
Luxurious Villa  Private Pool  Spacious,33295885,Entire home/apt,548,3,11
Cozy Suite w/ Private Bathroom near Sawgrass Mall,120903414,Private room,65,2,11
Espacio tranquilo  _ Spacious room,250404676,Private room,40,1,9
Fort Lauderdale Beach Resort: 1-BR sleep 6 Kitchen,27042710,Entire home/apt,175,7,4
Private Beach Access & Pool! 4 bedroom home!,22285538,Entire home/apt,470,3,68
GG's Country Club Retreat,179642377,Entire home/apt,150,7,3
.....A Home Away From Home....,250511911,Private room,119,1,0
✥ Life's a Beach ✥ 100 Yards to the Sand!,143208361,Entire home/apt,89,1,44
Aqua View Manor,38781529,Entire home/apt,934,2,16
Studio in a convenient location. Beach  mall  etc.,240069581,Entire home/apt,50,3,26
Beach Getaway – One Block from the Beach!,118856968,Entire home/apt,115,1,66
Beach Escape – One Block from the Beach!,118856968,Entire home/apt,109,1,51
✥ Life's a Beach ✥ One Block To The Beach!!,143208361,Entire home/apt,104,1,56
The Waterfront,121894255,Entire home/apt,180,2,23
Lighthouse Cove Resort: 1-BR Sleep 4  Full Kitchen,27042710,Entire home/apt,125,7,0
Private bedroom inside 4bedroom home,24378392,Private room,75,1,0
Enjoy this unique villa 5 /3  only  5 min to beach,246200234,Entire home/apt,351,3,38
Superb Beachfront Property!,250752503,Entire home/apt,120,2,21
Very charming suite,250306660,Private room,49,2,4
Fort Lauderdale Tropical Escape,174475912,Entire home/apt,262,2,32
Wilton Manors Hide-A-Way on Water With Pool-Three,3279263,Entire home/apt,99,1,14
*New* Designer 6ppl 2br/2ba Ultra Clean BBQ Patio,250946619,Entire home/apt,208,3,58
Private High-End Remodel Wilton Manors 1 bed  Pool,93922918,Entire home/apt,122,3,15
2/2 sleeps 7* WE SANITIZE AIR AND ALL SURFACES*,181631896,Entire home/apt,118,1,59
LOVELY 4BR/3BA Modern Home w Private POOL🔆BBQ☀️FLL🌟,29537330,Entire home/apt,450,3,15
LUXURY 5 ★ Beachfront Condo - OCEAN VIEW BALCONY- FREE PARKING!!,1648579,Entire home/apt,156,2,3
Hyde Resort & Residences - 1 Bedroom Oceanfront King Suite,240246777,Hotel room,337,2,0
Hyde Resort & Residences - 2 Bedroom Oceanview ADA with Roll In Shower Suite,240246777,Hotel room,393,2,0
Room @ Hillcrest in Hollywood FL,238066933,Private room,42,1,20
Hyde Resort & Residences - 2 Bedroom Oceanview with ADA Communication Suite,240246777,Hotel room,393,2,0
Hyde Resort & Residences - 2 Bedroom Oceanfront King/Full Suite,240246777,Hotel room,504,2,0
Hyde Resort & Residences - 2 Bedroom Oceanview ADA Mobility Suite,240246777,Hotel room,393,2,0
Home away from home:) room for females or couples.,251401276,Private room,35,3,7
